crop,segment_id,series_id,geas_version,episode_date,episode_id,episode_start,episode_end,n_rows,coverage,is_valid_episode,split
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-08,iot97_melon_geas2_0_seg01_20250508,2025-05-08 00:00:00,2025-05-08 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-09,iot97_melon_geas2_0_seg01_20250509,2025-05-09 00:00:00,2025-05-09 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-10,iot97_melon_geas2_0_seg01_20250510,2025-05-10 00:00:00,2025-05-10 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-11,iot97_melon_geas2_0_seg01_20250511,2025-05-11 00:00:00,2025-05-11 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-12,iot97_melon_geas2_0_seg01_20250512,2025-05-12 00:00:00,2025-05-12 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-13,iot97_melon_geas2_0_seg01_20250513,2025-05-13 00:00:00,2025-05-13 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-14,iot97_melon_geas2_0_seg01_20250514,2025-05-14 00:00:00,2025-05-14 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-15,iot97_melon_geas2_0_seg01_20250515,2025-05-15 00:00:00,2025-05-15 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-16,iot97_melon_geas2_0_seg01_20250516,2025-05-16 00:00:00,2025-05-16 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-17,iot97_melon_geas2_0_seg01_20250517,2025-05-17 00:00:00,2025-05-17 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-18,iot97_melon_geas2_0_seg01_20250518,2025-05-18 00:00:00,2025-05-18 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-19,iot97_melon_geas2_0_seg01_20250519,2025-05-19 00:00:00,2025-05-19 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-20,iot97_melon_geas2_0_seg01_20250520,2025-05-20 00:00:00,2025-05-20 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-21,iot97_melon_geas2_0_seg01_20250521,2025-05-21 00:00:00,2025-05-21 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-22,iot97_melon_geas2_0_seg01_20250522,2025-05-22 00:00:00,2025-05-22 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-23,iot97_melon_geas2_0_seg01_20250523,2025-05-23 00:00:00,2025-05-23 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-24,iot97_melon_geas2_0_seg01_20250524,2025-05-24 00:00:00,2025-05-24 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-25,iot97_melon_geas2_0_seg01_20250525,2025-05-25 00:00:00,2025-05-25 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-26,iot97_melon_geas2_0_seg01_20250526,2025-05-26 00:00:00,2025-05-26 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-27,iot97_melon_geas2_0_seg01_20250527,2025-05-27 00:00:00,2025-05-27 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-28,iot97_melon_geas2_0_seg01_20250528,2025-05-28 00:00:00,2025-05-28 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-29,iot97_melon_geas2_0_seg01_20250529,2025-05-29 00:00:00,2025-05-29 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-30,iot97_melon_geas2_0_seg01_20250530,2025-05-30 00:00:00,2025-05-30 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-05-31,iot97_melon_geas2_0_seg01_20250531,2025-05-31 00:00:00,2025-05-31 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-01,iot97_melon_geas2_0_seg01_20250601,2025-06-01 00:00:00,2025-06-01 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-02,iot97_melon_geas2_0_seg01_20250602,2025-06-02 00:00:00,2025-06-02 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-03,iot97_melon_geas2_0_seg01_20250603,2025-06-03 00:00:00,2025-06-03 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-04,iot97_melon_geas2_0_seg01_20250604,2025-06-04 00:00:00,2025-06-04 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-05,iot97_melon_geas2_0_seg01_20250605,2025-06-05 00:00:00,2025-06-05 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-06,iot97_melon_geas2_0_seg01_20250606,2025-06-06 00:00:00,2025-06-06 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-07,iot97_melon_geas2_0_seg01_20250607,2025-06-07 00:00:00,2025-06-07 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-08,iot97_melon_geas2_0_seg01_20250608,2025-06-08 00:00:00,2025-06-08 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-09,iot97_melon_geas2_0_seg01_20250609,2025-06-09 00:00:00,2025-06-09 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-10,iot97_melon_geas2_0_seg01_20250610,2025-06-10 00:00:00,2025-06-10 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-11,iot97_melon_geas2_0_seg01_20250611,2025-06-11 00:00:00,2025-06-11 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg01,melon_geas2_0,2.0,2025-06-12,iot97_melon_geas2_0_seg01_20250612,2025-06-12 00:00:00,2025-06-12 11:25:00,138,0.4791666666666667,False,
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-12,iot97_melon_geas2_0_seg02_20250612,2025-06-12 17:00:00,2025-06-12 23:55:00,84,0.2916666666666667,False,
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-13,iot97_melon_geas2_0_seg02_20250613,2025-06-13 00:00:00,2025-06-13 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-14,iot97_melon_geas2_0_seg02_20250614,2025-06-14 00:00:00,2025-06-14 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-15,iot97_melon_geas2_0_seg02_20250615,2025-06-15 00:00:00,2025-06-15 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-16,iot97_melon_geas2_0_seg02_20250616,2025-06-16 00:00:00,2025-06-16 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-17,iot97_melon_geas2_0_seg02_20250617,2025-06-17 00:00:00,2025-06-17 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-18,iot97_melon_geas2_0_seg02_20250618,2025-06-18 00:00:00,2025-06-18 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-19,iot97_melon_geas2_0_seg02_20250619,2025-06-19 00:00:00,2025-06-19 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-20,iot97_melon_geas2_0_seg02_20250620,2025-06-20 00:00:00,2025-06-20 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-21,iot97_melon_geas2_0_seg02_20250621,2025-06-21 00:00:00,2025-06-21 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-22,iot97_melon_geas2_0_seg02_20250622,2025-06-22 00:00:00,2025-06-22 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-23,iot97_melon_geas2_0_seg02_20250623,2025-06-23 00:00:00,2025-06-23 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg02,melon_geas2_0,2.0,2025-06-24,iot97_melon_geas2_0_seg02_20250624,2025-06-24 00:00:00,2025-06-24 16:05:00,194,0.6736111111111112,False,
melon,iot97_melon_geas2_0_seg03,melon_geas2_0,2.0,2025-06-27,iot97_melon_geas2_0_seg03_20250627,2025-06-27 17:20:00,2025-06-27 23:55:00,80,0.2777777777777778,False,
melon,iot97_melon_geas2_0_seg03,melon_geas2_0,2.0,2025-06-28,iot97_melon_geas2_0_seg03_20250628,2025-06-28 00:00:00,2025-06-28 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg03,melon_geas2_0,2.0,2025-06-29,iot97_melon_geas2_0_seg03_20250629,2025-06-29 00:00:00,2025-06-29 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg03,melon_geas2_0,2.0,2025-06-30,iot97_melon_geas2_0_seg03_20250630,2025-06-30 00:00:00,2025-06-30 23:55:00,288,1.0,True,train
melon,iot97_melon_geas2_0_seg03,melon_geas2_0,2.0,2025-07-01,iot97_melon_geas2_0_seg03_20250701,2025-07-01 00:00:00,2025-07-01 23:55:00,288,1.0,True,train
